celex,subject,country,case_label,ecli,judge,advocate,chamber,lodge_date,document_date,year_document,year_lodge,is_join_case,ruling_title,ruling_name,ruling_type
62007CJ0484,Association Agreement,Netherlands,  Case C-484/07,EU:C:2011:395,Kasel,Sharpston,Netherlands-First Chamber,2007-10-31,2011-06-16,2011,2007.0,0,Judgment of the Court (First Chamber) of 16 June 2011. , Fatma Pehlivan v Staatssecretaris van Justitie. , Reference for a preliminary ruling: Rechtbank ’s-Gravenhage - Netherlands. 
62007CJ0484,External relations,Netherlands,  Case C-484/07,EU:C:2011:395,Kasel,Sharpston,Netherlands-First Chamber,2007-10-31,2011-06-16,2011,2007.0,0,Judgment of the Court (First Chamber) of 16 June 2011. , Fatma Pehlivan v Staatssecretaris van Justitie. , Reference for a preliminary ruling: Rechtbank ’s-Gravenhage - Netherlands. 
62007CJ0484,Free movement of workers,Netherlands,  Case C-484/07,EU:C:2011:395,Kasel,Sharpston,Netherlands-First Chamber,2007-10-31,2011-06-16,2011,2007.0,0,Judgment of the Court (First Chamber) of 16 June 2011. , Fatma Pehlivan v Staatssecretaris van Justitie. , Reference for a preliminary ruling: Rechtbank ’s-Gravenhage - Netherlands. 
62007CJ0485,Association Agreement,Netherlands,  Case C-485/07,EU:C:2011:346,Kasel,Sharpston,Netherlands-First Chamber,2007-11-05,2011-05-26,2011,2007.0,0,Judgment of the Court (First Chamber) of 26 May 2011. , Raad van bestuur van het Uitvoeringsinstituut werknemersverzekeringen v H. Akdas and Others. , Reference for a preliminary ruling: Centrale Raad van Beroep - Netherlands. 
62007CJ0485,External relations,Netherlands,  Case C-485/07,EU:C:2011:346,Kasel,Sharpston,Netherlands-First Chamber,2007-11-05,2011-05-26,2011,2007.0,0,Judgment of the Court (First Chamber) of 26 May 2011. , Raad van bestuur van het Uitvoeringsinstituut werknemersverzekeringen v H. Akdas and Others. , Reference for a preliminary ruling: Centrale Raad van Beroep - Netherlands. 
62007CJ0485,Social security for migrant workers,Netherlands,  Case C-485/07,EU:C:2011:346,Kasel,Sharpston,Netherlands-First Chamber,2007-11-05,2011-05-26,2011,2007.0,0,Judgment of the Court (First Chamber) of 26 May 2011. , Raad van bestuur van het Uitvoeringsinstituut werknemersverzekeringen v H. Akdas and Others. , Reference for a preliminary ruling: Centrale Raad van Beroep - Netherlands. 
62008CJ0047,Free movement of workers,Belgium,  Case C-47/08,EU:C:2011:334,Arabadjiev,Cruz VillalÃ³n,Belgium-Grand Chamber,2008-02-11,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Kingdom of Belgium. ,not_specified
62008CJ0047,Freedom to provide services,Belgium,  Case C-47/08,EU:C:2011:334,Arabadjiev,Cruz VillalÃ³n,Belgium-Grand Chamber,2008-02-11,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Kingdom of Belgium. ,not_specified
62008CJ0047,Right of establishment,Belgium,  Case C-47/08,EU:C:2011:334,Arabadjiev,Cruz VillalÃ³n,Belgium-Grand Chamber,2008-02-11,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Kingdom of Belgium. ,not_specified
62008CJ0050,Right of establishment,France,Case C-50/08,EU:C:2011:335,Arabadjiev,Cruz VillalÃ³n,France-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v French Republic.,not_specified
62008CJ0051,Right of establishment,Luxembourg,Case C-51/08,EU:C:2011:336,Arabadjiev,Cruz VillalÃ³n,Luxembourg-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v Grand Duchy of Luxemburg.,not_specified
62008CJ0052,Free movement of workers,Portugal,  Case C-52/08,EU:C:2011:337,Arabadjiev,Cruz VillalÃ³n,Portugal-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Portuguese Republic. ,not_specified
62008CJ0052,Freedom to provide services,Portugal,  Case C-52/08,EU:C:2011:337,Arabadjiev,Cruz VillalÃ³n,Portugal-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Portuguese Republic. ,not_specified
62008CJ0052,Right of establishment,Portugal,  Case C-52/08,EU:C:2011:337,Arabadjiev,Cruz VillalÃ³n,Portugal-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011. , European Commission v Portuguese Republic. ,not_specified
62008CJ0053,Freedom to provide services,Austria,Case C-53/08,EU:C:2011:338,Arabadjiev,Cruz VillalÃ³n,Austria-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v Republic of Austria.,not_specified
62008CJ0053,Right of establishment,Austria,Case C-53/08,EU:C:2011:338,Arabadjiev,Cruz VillalÃ³n,Austria-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v Republic of Austria.,not_specified
62008CJ0054,Right of establishment,Germany,Case C-54/08,EU:C:2011:339,Arabadjiev,Cruz VillalÃ³n,Germany-Grand Chamber,2008-02-12,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v Federal Republic of Germany.,not_specified
62008CJ0061,Right of establishment,Greece,Case C-61/08,EU:C:2011:340,Arabadjiev,Cruz VillalÃ³n,Greece-Grand Chamber,2008-02-13,2011-05-24,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 24 May 2011.,European Commission v Hellenic Republic.,not_specified
62008CJ0078,Competition,Italy,  Joined cases C-78/08 to C-80/08,EU:C:2011:550,Kasel,JÃ¤Ã¤skinen,Italy-First Chamber,2008-02-25,2011-09-08,2011,2008.0,1,Judgment of the Court (First Chamber) of 8 September 2011.,Ministero dell’Economia e delle Finanze and Agenzia delle Entrate v Paint Graphos Soc. coop. arl (C-78/08); Adige Carni Soc. coop. arl; in liquidation v Agenzia delle Entrate and Ministero dell’Economia e delle Finanze (C-79/08) and Ministero delle Finanze v Michele Franchetto (C-80/08).,References for a preliminary ruling: Corte suprema di cassazione - Italy.
62008CJ0078,State aids,Italy,  Joined cases C-78/08 to C-80/08,EU:C:2011:550,Kasel,JÃ¤Ã¤skinen,Italy-First Chamber,2008-02-25,2011-09-08,2011,2008.0,1,Judgment of the Court (First Chamber) of 8 September 2011.,Ministero dell’Economia e delle Finanze and Agenzia delle Entrate v Paint Graphos Soc. coop. arl (C-78/08); Adige Carni Soc. coop. arl; in liquidation v Agenzia delle Entrate and Ministero dell’Economia e delle Finanze (C-79/08) and Ministero delle Finanze v Michele Franchetto (C-80/08).,References for a preliminary ruling: Corte suprema di cassazione - Italy.
62008CJ0147,Principles; objectives and tasks of the Treaties,Germany,  Case C-147/08,EU:C:2011:286,Å vÃ¡by,JÃ¤Ã¤skinen,Germany-Grand Chamber,2008-04-10,2011-05-10,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 10 May 2011. , Jürgen Römer v Freie und Hansestadt Hamburg. , Reference for a preliminary ruling: Arbeitsgericht Hamburg - Germany. 
62008CJ0147,Social Policy,Germany,  Case C-147/08,EU:C:2011:286,Å vÃ¡by,JÃ¤Ã¤skinen,Germany-Grand Chamber,2008-04-10,2011-05-10,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 10 May 2011. , Jürgen Römer v Freie und Hansestadt Hamburg. , Reference for a preliminary ruling: Arbeitsgericht Hamburg - Germany. 
62008CJ0147,anti-discrimination,Germany,  Case C-147/08,EU:C:2011:286,Å vÃ¡by,JÃ¤Ã¤skinen,Germany-Grand Chamber,2008-04-10,2011-05-10,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 10 May 2011. , Jürgen Römer v Freie und Hansestadt Hamburg. , Reference for a preliminary ruling: Arbeitsgericht Hamburg - Germany. 
62008CJ0212,Freedom to provide services,France,Case C-212/08,EU:C:2011:437,Schiemann,JÃ¤Ã¤skinen,France-Eighth Chamber,2008-05-21,2011-06-30,2011,2008.0,0,Judgment of the Court (Eighth Chamber) of 30 June 2011.,Zeturf Ltd v Premier ministre.,Reference for a preliminary ruling: Conseil d'État - France.
62008CJ0250,Free movement of capital,Belgium,Case C-250/08,EU:C:2011:793,Tizzano,Sharpston,Belgium-First Chamber,2008-06-10,2011-12-01,2011,2008.0,0,Judgment of the Court (First Chamber) of 1 December 2011.,European Commission v Kingdom of Belgium.,not_specified
62008CJ0250,Right of establishment,Belgium,Case C-250/08,EU:C:2011:793,Tizzano,Sharpston,Belgium-First Chamber,2008-06-10,2011-12-01,2011,2008.0,0,Judgment of the Court (First Chamber) of 1 December 2011.,European Commission v Kingdom of Belgium.,not_specified
62008CJ0279,Competition,Netherlands,Case C-279/08 P,EU:C:2011:551,Arestis,Mengozzi,Netherlands-Third Chamber,2008-06-23,2011-09-08,2011,2008.0,0,Judgment of the Court (Third Chamber) of 8 September 2011.,European Commission v Kingdom of the Netherlands.,not_specified
62008CJ0279,State aids,Netherlands,Case C-279/08 P,EU:C:2011:551,Arestis,Mengozzi,Netherlands-Third Chamber,2008-06-23,2011-09-08,2011,2008.0,0,Judgment of the Court (Third Chamber) of 8 September 2011.,European Commission v Kingdom of the Netherlands.,not_specified
62008CJ0371,Association Agreement,Germany,  Case C-371/08,EU:C:2011:809,Kasel,Bot,Germany-First Chamber,2008-08-14,2011-12-08,2011,2008.0,0,Judgment of the Court (First Chamber) of 8 December 2011. , Nural Ziebell v Land Baden-Württemberg. , Reference for a preliminary ruling: Verwaltungsgerichtshof Baden-Württemberg - Germany. 
62008CJ0371,External relations,Germany,  Case C-371/08,EU:C:2011:809,Kasel,Bot,Germany-First Chamber,2008-08-14,2011-12-08,2011,2008.0,0,Judgment of the Court (First Chamber) of 8 December 2011. , Nural Ziebell v Land Baden-Württemberg. , Reference for a preliminary ruling: Verwaltungsgerichtshof Baden-Württemberg - Germany. 
62008CJ0371,Free movement of workers,Germany,  Case C-371/08,EU:C:2011:809,Kasel,Bot,Germany-First Chamber,2008-08-14,2011-12-08,2011,2008.0,0,Judgment of the Court (First Chamber) of 8 December 2011. , Nural Ziebell v Land Baden-Württemberg. , Reference for a preliminary ruling: Verwaltungsgerichtshof Baden-Württemberg - Germany. 
62008CJ0382,Non-discrimination on grounds of nationality,Austria,  Case C-382/08,EU:C:2011:27,Bay Larsen,Mengozzi,Austria-Grand Chamber,2008-08-25,2011-01-25,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 25 January 2011. , Michael Neukirchinger v Bezirkshauptmannschaft Grieskirchen. , Reference for a preliminary ruling: Unabhängiger Verwaltungssenat des Landes Oberösterreich - Austria. 
62008CJ0382,Principles; objectives and tasks of the Treaties,Austria,  Case C-382/08,EU:C:2011:27,Bay Larsen,Mengozzi,Austria-Grand Chamber,2008-08-25,2011-01-25,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 25 January 2011. , Michael Neukirchinger v Bezirkshauptmannschaft Grieskirchen. , Reference for a preliminary ruling: Unabhängiger Verwaltungssenat des Landes Oberösterreich - Austria. 
62008CJ0382,anti-discrimination,Austria,  Case C-382/08,EU:C:2011:27,Bay Larsen,Mengozzi,Austria-Grand Chamber,2008-08-25,2011-01-25,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 25 January 2011. , Michael Neukirchinger v Bezirkshauptmannschaft Grieskirchen. , Reference for a preliminary ruling: Unabhängiger Verwaltungssenat des Landes Oberösterreich - Austria. 
62008CJ0400,Citizenship of the Union,Spain,Case C-400/08,EU:C:2011:172,Rosas,Sharpston,Spain-Second Chamber,2008-09-16,2011-03-24,2011,2008.0,0,Judgment of the Court (Second Chamber) of 24 March 2011.,European Commission v Kingdom of Spain.,not_specified
62008CJ0400,Right of entry and residence,Spain,Case C-400/08,EU:C:2011:172,Rosas,Sharpston,Spain-Second Chamber,2008-09-16,2011-03-24,2011,2008.0,0,Judgment of the Court (Second Chamber) of 24 March 2011.,European Commission v Kingdom of Spain.,not_specified
62008CJ0400,Right of establishment,Spain,Case C-400/08,EU:C:2011:172,Rosas,Sharpston,Spain-Second Chamber,2008-09-16,2011-03-24,2011,2008.0,0,Judgment of the Court (Second Chamber) of 24 March 2011.,European Commission v Kingdom of Spain.,not_specified
62008CJ0403,Approximation of laws,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Competition,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Copyright and related rights,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Free movement of goods,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Freedom to provide services,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Intellectual; industrial and commercial property,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Measures having equivalent effect,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Quantitative restrictions,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0403,Right of establishment,United Kingdom,Joined cases C-403/08 and C-429/08,EU:C:2011:631,MalenovskÃ½,Kokott,United Kingdom-Grand Chamber,2008-09-17,2011-10-04,2011,2008.0,1,Judgment of the Court (Grand Chamber) of 4 October 2011.,Football Association Premier League Ltd and Others v QC Leisure and Others (C-403/08) and Karen Murphy v Media Protection Services Ltd (C-429/08).,References for a preliminary ruling: High Court of Justice (England &amp; Wales); Chancery Division (C-403/08); High Court of Justice (England &amp; Wales); Queen’s Bench Division (Administrative Court) (C-429/08) - United Kingdom.
62008CJ0436,Free movement of capital,Austria,Joined cases C-436/08 and C-437/08,EU:C:2011:61,Lenaerts,Kokott,Austria-Third Chamber,2008-10-03,2011-02-10,2011,2008.0,1,Judgment of the Court (Third Chamber) of 10 February 2011.,Haribo Lakritzen Hans Riegel BetriebsgmbH (C-436/08) and Österreichische Salinen AG (C-437/08) v Finanzamt Linz.,Reference for a preliminary ruling: Unabhängiger Finanzsenat; Außenstelle Linz - Austria.
62008CJ0506,Access to documents,Sweden,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Access to documents,United Kingdom,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Agreements; decisions and concerted practices,Sweden,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Agreements; decisions and concerted practices,United Kingdom,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Competition,Sweden,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Competition,United Kingdom,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Concentrations between undertakings,Sweden,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Concentrations between undertakings,United Kingdom,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Provisions governing the Institutions,Sweden,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0506,Provisions governing the Institutions,United Kingdom,  Case C-506/08 P,EU:C:2011:496,Tizzano,Kokott,Sweden; United Kingdom-First Chamber,2008-11-14,2011-07-21,2011,2008.0,0,Judgment of the Court (First Chamber) of 21 July 2011. , Kingdom of Sweden v European Commission and MyTravel Group plc. ,not_specified
62008CJ0560,Environment,Spain,  Case C-560/08,EU:C:2011:835,Safjan,JÃ¤Ã¤skinen,Spain-Fifth Chamber,2008-12-17,2011-12-15,2011,2008.0,0,Judgment of the Court (Fifth Chamber) of 15 December 2011. , European Commission v Kingdom of Spain. ,not_specified
62008CJ0565,Right of establishment,Italy,  Case C-565/08,EU:C:2011:188,LÃµhmus,MazÃ¡k,Italy-Grand Chamber,2008-12-19,2011-03-29,2011,2008.0,0,Judgment of the Court (Grand Chamber) of 29 March 2011. , European Commission v Italian Republic. ,not_specified
62009CJ0020,Free movement of capital,Portugal,  Case C-20/09,EU:C:2011:214,Rosas,Mengozzi,Portugal-Second Chamber,2009-01-15,2011-04-07,2011,2009.0,0,Judgment of the Court (Second Chamber) of 7 April 2011. , European Commission v Portuguese Republic. ,not_specified
62009CJ0027,Charter of Fundamental Rights,France,  Case C-27/09 P,EU:C:2011:853,Cunha Rodrigues,Sharpston,France-Grand Chamber,2009-01-19,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , French Republic v People's Mojahedin Organization of Iran. ,not_specified
62009CJ0027,Common foreign and security policy,France,  Case C-27/09 P,EU:C:2011:853,Cunha Rodrigues,Sharpston,France-Grand Chamber,2009-01-19,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , French Republic v People's Mojahedin Organization of Iran. ,not_specified
62009CJ0027,External relations,France,  Case C-27/09 P,EU:C:2011:853,Cunha Rodrigues,Sharpston,France-Grand Chamber,2009-01-19,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , French Republic v People's Mojahedin Organization of Iran. ,not_specified
62009CJ0027,Fundamental rights,France,  Case C-27/09 P,EU:C:2011:853,Cunha Rodrigues,Sharpston,France-Grand Chamber,2009-01-19,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , French Republic v People's Mojahedin Organization of Iran. ,not_specified
62009CJ0028,Environment,Austria,  Case C-28/09,EU:C:2011:854,Rosas,Trstenjak,Austria-Grand Chamber,2009-01-21,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , European Commission v Republic of Austria. ,not_specified
62009CJ0028,Free movement of goods,Austria,  Case C-28/09,EU:C:2011:854,Rosas,Trstenjak,Austria-Grand Chamber,2009-01-21,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , European Commission v Republic of Austria. ,not_specified
62009CJ0028,Quantitative restrictions,Austria,  Case C-28/09,EU:C:2011:854,Rosas,Trstenjak,Austria-Grand Chamber,2009-01-21,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , European Commission v Republic of Austria. ,not_specified
62009CJ0028,Transport,Austria,  Case C-28/09,EU:C:2011:854,Rosas,Trstenjak,Austria-Grand Chamber,2009-01-21,2011-12-21,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 21 December 2011. , European Commission v Republic of Austria. ,not_specified
62009CJ0034,Citizenship of the Union,Belgium,Case C-34/09,EU:C:2011:124,Cunha Rodrigues,Sharpston,Belgium-Grand Chamber,2009-01-26,2011-03-08,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 8 March 2011.,Gerardo Ruiz Zambrano v Office national de l’emploi (ONEm).,Reference for a preliminary ruling: tribunal du travail de Bruxelles - Belgium.
62009CJ0034,Non-discrimination on grounds of nationality,Belgium,Case C-34/09,EU:C:2011:124,Cunha Rodrigues,Sharpston,Belgium-Grand Chamber,2009-01-26,2011-03-08,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 8 March 2011.,Gerardo Ruiz Zambrano v Office national de l’emploi (ONEm).,Reference for a preliminary ruling: tribunal du travail de Bruxelles - Belgium.
62009CJ0034,Right of entry and residence,Belgium,Case C-34/09,EU:C:2011:124,Cunha Rodrigues,Sharpston,Belgium-Grand Chamber,2009-01-26,2011-03-08,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 8 March 2011.,Gerardo Ruiz Zambrano v Office national de l’emploi (ONEm).,Reference for a preliminary ruling: tribunal du travail de Bruxelles - Belgium.
62009CJ0034,anti-discrimination,Belgium,Case C-34/09,EU:C:2011:124,Cunha Rodrigues,Sharpston,Belgium-Grand Chamber,2009-01-26,2011-03-08,2011,2009.0,0,Judgment of the Court (Grand Chamber) of 8 March 2011.,Gerardo Ruiz Zambrano v Office national de l’emploi (ONEm).,Reference for a preliminary ruling: tribunal du travail de Bruxelles - Belgium.
62009CJ0041,Taxation,Netherlands,  Case C-41/09,EU:C:2011:108,Safjan,Bot,Netherlands-First Chamber,2009-01-29,2011-03-03,2011,2009.0,0,Judgment of the Court (First Chamber) of 3 March 2011. , European Commission v Kingdom of the Netherlands. ,not_specified
62009CJ0041,Value added tax,Netherlands,  Case C-41/09,EU:C:2011:108,Safjan,Bot,Netherlands-First Chamber,2009-01-29,2011-03-03,2011,2009.0,0,Judgment of the Court (First Chamber) of 3 March 2011. , European Commission v Kingdom of the Netherlands. ,not_specified
62009CJ0050,Approximation of laws,Ireland,  Case C-50/09,EU:C:2011:109,Berger,MazÃ¡k,Ireland-First Chamber,2009-02-04,2011-03-03,2011,2009.0,0,Judgment of the Court (First Chamber) of 3 March 2011. , European Commission v Ireland. ,not_specified
62009CJ0050,Environment,Ireland,  Case C-50/09,EU:C:2011:109,Berger,MazÃ¡k,Ireland-First Chamber,2009-02-04,2011-03-03,2011,2009.0,0,Judgment of the Court (First Chamber) of 3 March 2011. , European Commission v Ireland. ,not_specified
62009CJ0052,Competition,Sweden,Case C-52/09,EU:C:2011:83,Tizzano,MazÃ¡k,Sweden-First Chamber,2009-02-06,2011-02-17,2011,2009.0,0,Judgment of the Court (First Chamber) of 17 February 2011.,Konkurrensverket v TeliaSonera Sverige AB.,Reference for a preliminary ruling: Stockholms tingsrätt - Sweden.
62009CJ0052,Dominant position,Sweden,Case C-52/09,EU:C:2011:83,Tizzano,MazÃ¡k,Sweden-First Chamber,2009-02-06,2011-02-17,2011,2009.0,0,Judgment of the Court (First Chamber) of 17 February 2011.,Konkurrensverket v TeliaSonera Sverige AB.,Reference for a preliminary ruling: Stockholms tingsrätt - Sweden.
62009CJ0065,Approximation of laws,Germany,Joined cases C-65/09 and C-87/09,EU:C:2011:396,IleÅ¡iÄ,MazÃ¡k,Germany-First Chamber,2009-02-16,2011-06-16,2011,2009.0,1,Judgment of the Court (First Chamber) of 16 June 2011.,Gebr. Weber GmbH v Jürgen Wittmer (C-65/09) and Ingrid Putz v Medianess Electronics GmbH (C-87/09).,References for a preliminary ruling: Bundesgerichtshof (C-65/09) and Amtsgericht Schorndorf (C-87/09) - Germany.
